,Config,Filename,Model,Name,Species
585,"['pair_style kim Tersoff_LAMMPS_MuellerErhartAlbe_2007_Fe__MO_137964310702_002\n', 'pair_coeff * * Fe\n']",[],OpenKIM,Tersoff_LAMMPS_MuellerErhartAlbe_2007_Fe__MO_137964310702_002,['Fe']
586,"['pair_style kim Tersoff_LAMMPS_NordAlbeErhart_2003_GaN__MO_612061685362_002\n', 'pair_coeff * * Ga N\n']",[],OpenKIM,Tersoff_LAMMPS_NordAlbeErhart_2003_GaN__MO_612061685362_002,"['Ga', 'N']"
587,"['pair_style kim Tersoff_LAMMPS_Tersoff_1988T2_Si__MO_245095684871_002\n', 'pair_coeff * * Si\n']",[],OpenKIM,Tersoff_LAMMPS_Tersoff_1988T2_Si__MO_245095684871_002,['Si']
588,"['pair_style kim Tersoff_LAMMPS_Tersoff_1988T3_Si__MO_186459956893_002\n', 'pair_coeff * * Si\n']",[],OpenKIM,Tersoff_LAMMPS_Tersoff_1988T3_Si__MO_186459956893_002,['Si']
589,"['pair_style kim Tersoff_LAMMPS_Tersoff_1988_C__MO_579868029681_002\n', 'pair_coeff * * C\n']",[],OpenKIM,Tersoff_LAMMPS_Tersoff_1988_C__MO_579868029681_002,['C']
590,"['pair_style kim Tersoff_LAMMPS_Tersoff_1989_SiC__MO_171585019474_002\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Tersoff_LAMMPS_Tersoff_1989_SiC__MO_171585019474_002,"['Si', 'C']"
591,"['pair_style kim Tersoff_LAMMPS_Tersoff_1989_SiGe__MO_350526375143_002\n', 'pair_coeff * * Si Ge\n']",[],OpenKIM,Tersoff_LAMMPS_Tersoff_1989_SiGe__MO_350526375143_002,"['Si', 'Ge']"
592,"['pair_style kim ThreeBodyBondOrder_KDS_KhorDasSarma_1988_C__MO_454320668790_000\n', 'pair_coeff * * C\n']",[],OpenKIM,ThreeBodyBondOrder_KDS_KhorDasSarma_1988_C__MO_454320668790_000,['C']
593,"['pair_style kim ThreeBodyBondOrder_KDS_KhorDasSarma_1988_Ge__MO_216597146527_000\n', 'pair_coeff * * Ge\n']",[],OpenKIM,ThreeBodyBondOrder_KDS_KhorDasSarma_1988_Ge__MO_216597146527_000,['Ge']
594,"['pair_style kim ThreeBodyBondOrder_KDS_KhorDasSarma_1988_Si__MO_722489435928_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,ThreeBodyBondOrder_KDS_KhorDasSarma_1988_Si__MO_722489435928_000,['Si']
595,"['pair_style kim ThreeBodyBondOrder_PPM_PurjaPunMishin_2017_Si__MO_566683736730_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,ThreeBodyBondOrder_PPM_PurjaPunMishin_2017_Si__MO_566683736730_000,['Si']
596,"['pair_style kim ThreeBodyBondOrder_WR_WangRockett_1991_Si__MO_081872846741_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,ThreeBodyBondOrder_WR_WangRockett_1991_Si__MO_081872846741_000,['Si']
597,"['pair_style kim ThreeBodyCluster_BH_BiswasHamann_1987_Si__MO_019616213550_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,ThreeBodyCluster_BH_BiswasHamann_1987_Si__MO_019616213550_000,['Si']
598,"['pair_style kim ThreeBodyCluster_Gong_Gong_1993_Si__MO_407755720412_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,ThreeBodyCluster_Gong_Gong_1993_Si__MO_407755720412_000,['Si']
599,"['pair_style kim ThreeBodyCluster_KP_KaxirasPandey_1988_Si__MO_072486242437_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,ThreeBodyCluster_KP_KaxirasPandey_1988_Si__MO_072486242437_000,['Si']
600,"['pair_style kim ThreeBodyCluster_SRS_StephensonRadnySmith_1996_Si__MO_604248666067_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,ThreeBodyCluster_SRS_StephensonRadnySmith_1996_Si__MO_604248666067_000,['Si']
601,[],[],OpenKIM,ex_model_Ar_P_LJ,[]
602,[],[],OpenKIM,ex_model_Ar_P_MLJ_Fortran,[]
603,[],[],OpenKIM,ex_model_Ar_P_Morse,[]
604,"['pair_style kim ex_model_Ar_P_Morse_07C\n', 'pair_coeff * * C\n']",[],OpenKIM,ex_model_Ar_P_Morse_07C,['C']
605,[],[],OpenKIM,ex_model_Ar_P_Morse_07C_w_Extensions,[]
606,[],[],OpenKIM,ex_model_Ar_P_Morse_MultiCutoff,[]
607,[],[],OpenKIM,ex_model_Ar_SLJ_MultiCutoff,[]
608,"['pair_style kim hNN_WT_WenTadmor_2019Grx_C__MO_421038499185_000\n', 'pair_coeff * * C\n']",[],OpenKIM,hNN_WT_WenTadmor_2019Grx_C__MO_421038499185_000,['C']
609,"['pair_style kim Sim_ASAP_EMT_Rasmussen_AgAuCu__SM_847706399649_000\n', 'pair_coeff * * Ag Au Cu\n']",[],OpenKIM,Sim_ASAP_EMT_Rasmussen_AgAuCu__SM_847706399649_000,"['Ag', 'Au', 'Cu']"
610,"['pair_style kim Sim_LAMMPS_ADP_ApostolMishin_2011_AlCu__SM_667696763561_000\n', 'pair_coeff * * Al Cu\n']",[],OpenKIM,Sim_LAMMPS_ADP_ApostolMishin_2011_AlCu__SM_667696763561_000,"['Al', 'Cu']"
611,"['pair_style kim Sim_LAMMPS_ADP_MishinMehlPapaconstantopoulos_2005_Ni__SM_477692857359_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,Sim_LAMMPS_ADP_MishinMehlPapaconstantopoulos_2005_Ni__SM_477692857359_000,['Ni']
612,"['pair_style kim Sim_LAMMPS_ADP_PunDarlingKecskes_2015_CuTa__SM_399364650444_000\n', 'pair_coeff * * Cu Ta\n']",[],OpenKIM,Sim_LAMMPS_ADP_PunDarlingKecskes_2015_CuTa__SM_399364650444_000,"['Cu', 'Ta']"
613,"['pair_style kim Sim_LAMMPS_ADP_SmirnovaStarikov_2017_ZrNb__SM_937902197407_000\n', 'pair_coeff * * Zr Nb\n']",[],OpenKIM,Sim_LAMMPS_ADP_SmirnovaStarikov_2017_ZrNb__SM_937902197407_000,"['Zr', 'Nb']"
614,"['pair_style kim Sim_LAMMPS_ADP_StarikovKolotovaKuksin_2017_UMo__SM_682749584055_000\n', 'pair_coeff * * U Mo\n']",[],OpenKIM,Sim_LAMMPS_ADP_StarikovKolotovaKuksin_2017_UMo__SM_682749584055_000,"['U', 'Mo']"
615,"['pair_style kim Sim_LAMMPS_ADP_StarikovLopanitsynaSmirnova_2018_SiAu__SM_985135773293_000\n', 'pair_coeff * * Si Au\n']",[],OpenKIM,Sim_LAMMPS_ADP_StarikovLopanitsynaSmirnova_2018_SiAu__SM_985135773293_000,"['Si', 'Au']"
616,"['pair_style kim Sim_LAMMPS_ADP_TseplyaevStarikova_2016_UN__SM_474015477315_000\n', 'pair_coeff * * U N\n']",[],OpenKIM,Sim_LAMMPS_ADP_TseplyaevStarikova_2016_UN__SM_474015477315_000,"['U', 'N']"
617,"['pair_style kim Sim_LAMMPS_AGNI_BotuBatraChapman_2017_Al__SM_666183636896_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,Sim_LAMMPS_AGNI_BotuBatraChapman_2017_Al__SM_666183636896_000,['Al']
618,"['pair_style kim Sim_LAMMPS_AIREBO_LJ_StuartTuteinHarrison_2000_CH__SM_069621990420_000\n', 'pair_coeff * * C H\n']",[],OpenKIM,Sim_LAMMPS_AIREBO_LJ_StuartTuteinHarrison_2000_CH__SM_069621990420_000,"['C', 'H']"
619,"['pair_style kim Sim_LAMMPS_AIREBO_Morse_OConnorAndzelmRobbins_2015_CH__SM_460187474631_000\n', 'pair_coeff * * C H\n']",[],OpenKIM,Sim_LAMMPS_AIREBO_Morse_OConnorAndzelmRobbins_2015_CH__SM_460187474631_000,"['C', 'H']"
620,"['pair_style kim Sim_LAMMPS_BOP_MurdickZhouWadley_2006_GaAs__SM_104202807866_000\n', 'pair_coeff * * Ga As\n']",[],OpenKIM,Sim_LAMMPS_BOP_MurdickZhouWadley_2006_GaAs__SM_104202807866_000,"['Ga', 'As']"
621,"['pair_style kim Sim_LAMMPS_BOP_WardZhouWong_2012_CdTe__SM_509819366101_000\n', 'pair_coeff * * Cd Te\n']",[],OpenKIM,Sim_LAMMPS_BOP_WardZhouWong_2012_CdTe__SM_509819366101_000,"['Cd', 'Te']"
622,"['pair_style kim Sim_LAMMPS_BOP_WardZhouWong_2012_CdZnTe__SM_409035133405_000\n', 'pair_coeff * * Cd Zn Te\n']",[],OpenKIM,Sim_LAMMPS_BOP_WardZhouWong_2012_CdZnTe__SM_409035133405_000,"['Cd', 'Zn', 'Te']"
623,"['pair_style kim Sim_LAMMPS_BOP_WardZhouWong_2013_CdZnTe__SM_010061267051_000\n', 'pair_coeff * * Cd Zn Te\n']",[],OpenKIM,Sim_LAMMPS_BOP_WardZhouWong_2013_CdZnTe__SM_010061267051_000,"['Cd', 'Zn', 'Te']"
624,"['pair_style kim Sim_LAMMPS_BOP_ZhouFosterVanSwol_2014_CdTeSe__SM_567065323363_000\n', 'pair_coeff * * Cd Te Se\n']",[],OpenKIM,Sim_LAMMPS_BOP_ZhouFosterVanSwol_2014_CdTeSe__SM_567065323363_000,"['Cd', 'Te', 'Se']"
625,"['pair_style kim Sim_LAMMPS_BOP_ZhouWardFoster_2015_CCu__SM_784926969362_000\n', 'pair_coeff * * C Cu\n']",[],OpenKIM,Sim_LAMMPS_BOP_ZhouWardFoster_2015_CCu__SM_784926969362_000,"['C', 'Cu']"
626,"['pair_style kim Sim_LAMMPS_BOP_ZhouWardFoster_2015_CuH__SM_404135993060_000\n', 'pair_coeff * * Cu H\n']",[],OpenKIM,Sim_LAMMPS_BOP_ZhouWardFoster_2015_CuH__SM_404135993060_000,"['Cu', 'H']"
627,"['pair_style kim Sim_LAMMPS_BOP_ZhouWardFoster_2016_AlCu__SM_566399258279_000\n', 'pair_coeff * * Al Cu\n']",[],OpenKIM,Sim_LAMMPS_BOP_ZhouWardFoster_2016_AlCu__SM_566399258279_000,"['Al', 'Cu']"
628,"['pair_style kim Sim_LAMMPS_EAMCD_StukowskiSadighErhart_2009_FeCr__SM_775564499513_000\n', 'pair_coeff * * Fe Cr\n']",[],OpenKIM,Sim_LAMMPS_EAMCD_StukowskiSadighErhart_2009_FeCr__SM_775564499513_000,"['Fe', 'Cr']"
629,"['pair_style kim Sim_LAMMPS_EAM_BonnyCastinBullens_2013_FeCrW__SM_699257350704_000\n', 'pair_coeff * * Fe Cr W\n']",[],OpenKIM,Sim_LAMMPS_EAM_BonnyCastinBullens_2013_FeCrW__SM_699257350704_000,"['Fe', 'Cr', 'W']"
630,"['pair_style kim Sim_LAMMPS_EAM_BonnyPasianotTerentyev_2011_FeCr__SM_237089298463_000\n', 'pair_coeff * * Fe Cr\n']",[],OpenKIM,Sim_LAMMPS_EAM_BonnyPasianotTerentyev_2011_FeCr__SM_237089298463_000,"['Fe', 'Cr']"
631,"['pair_style kim Sim_LAMMPS_EDIP_JiangMorganSzlufarska_2012_SiC__SM_435704953434_000\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Sim_LAMMPS_EDIP_JiangMorganSzlufarska_2012_SiC__SM_435704953434_000,"['Si', 'C']"
632,"['pair_style kim Sim_LAMMPS_EIM_Zhou_2010_BrClCsFIKLiNaRb__SM_259779394709_000\n', 'pair_coeff * * Br Cl Cs F I K Li Na Rb\n']",[],OpenKIM,Sim_LAMMPS_EIM_Zhou_2010_BrClCsFIKLiNaRb__SM_259779394709_000,"['Br', 'Cl', 'Cs', 'F', 'I', 'K', 'Li', 'Na', 'Rb']"
633,"['pair_style kim Sim_LAMMPS_GWZBL_Samolyuk_2016_SiC__SM_720598599889_000\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Sim_LAMMPS_GWZBL_Samolyuk_2016_SiC__SM_720598599889_000,"['Si', 'C']"
634,"['pair_style kim Sim_LAMMPS_GW_GaoWeber_2002_SiC__SM_606253546840_000\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Sim_LAMMPS_GW_GaoWeber_2002_SiC__SM_606253546840_000,"['Si', 'C']"
635,[],[],OpenKIM,Sim_LAMMPS_IFF_PCFF_HeinzMishraLinEmami_2015Ver1v5_FccmetalsMineralsSolventsPolymers__SM_039297821658_000,[]
636,"['pair_style kim Sim_LAMMPS_LCBOP_LosFasolino_2003_C__SM_469631949122_000\n', 'pair_coeff * * C\n']",[],OpenKIM,Sim_LAMMPS_LCBOP_LosFasolino_2003_C__SM_469631949122_000,['C']
637,"['pair_style kim Sim_LAMMPS_LJcut_AkersonElliott_Alchemy_PbAu\n', 'pair_coeff * * Pb Au\n']",[],OpenKIM,Sim_LAMMPS_LJcut_AkersonElliott_Alchemy_PbAu,"['Pb', 'Au']"
638,"['pair_style kim Sim_LAMMPS_MEAM_AlmyrasSangiovanniSarakinos_2019_NAlTi__SM_871795249052_000\n', 'pair_coeff * * N Al Ti\n']",[],OpenKIM,Sim_LAMMPS_MEAM_AlmyrasSangiovanniSarakinos_2019_NAlTi__SM_871795249052_000,"['N', 'Al', 'Ti']"
639,"['pair_style kim Sim_LAMMPS_MEAM_AsadiZaeemNouranian_2015_Cu__SM_239791545509_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,Sim_LAMMPS_MEAM_AsadiZaeemNouranian_2015_Cu__SM_239791545509_000,['Cu']
640,"['pair_style kim Sim_LAMMPS_MEAM_AsadiZaeemNouranian_2015_Fe__SM_042630680993_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,Sim_LAMMPS_MEAM_AsadiZaeemNouranian_2015_Fe__SM_042630680993_000,['Fe']
641,"['pair_style kim Sim_LAMMPS_MEAM_AsadiZaeemNouranian_2015_Ni__SM_078420412697_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,Sim_LAMMPS_MEAM_AsadiZaeemNouranian_2015_Ni__SM_078420412697_000,['Ni']
642,"['pair_style kim Sim_LAMMPS_MEAM_DuLenoskyHennig_2011_Si__SM_662785656123_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,Sim_LAMMPS_MEAM_DuLenoskyHennig_2011_Si__SM_662785656123_000,['Si']
643,"['pair_style kim Sim_LAMMPS_MEAM_EtesamiAsadi_2018_Cu__SM_316120381362_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,Sim_LAMMPS_MEAM_EtesamiAsadi_2018_Cu__SM_316120381362_000,['Cu']
644,"['pair_style kim Sim_LAMMPS_MEAM_EtesamiAsadi_2018_Fe__SM_267016608755_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,Sim_LAMMPS_MEAM_EtesamiAsadi_2018_Fe__SM_267016608755_000,['Fe']
645,"['pair_style kim Sim_LAMMPS_MEAM_EtesamiAsadi_2018_Ni__SM_333792531460_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,Sim_LAMMPS_MEAM_EtesamiAsadi_2018_Ni__SM_333792531460_000,['Ni']
646,"['pair_style kim Sim_LAMMPS_MEAM_FernandezPascuet_2014_U__SM_176800861722_000\n', 'pair_coeff * * U\n']",[],OpenKIM,Sim_LAMMPS_MEAM_FernandezPascuet_2014_U__SM_176800861722_000,['U']
647,"['pair_style kim Sim_LAMMPS_MEAM_GaoOterodelaRozaAouadi_2013_AgTaO__SM_485325656366_000\n', 'pair_coeff * * Ag Ta O\n']",[],OpenKIM,Sim_LAMMPS_MEAM_GaoOterodelaRozaAouadi_2013_AgTaO__SM_485325656366_000,"['Ag', 'Ta', 'O']"
648,"['pair_style kim Sim_LAMMPS_MEAM_HennigLenoskyTrinkle_2008_Ti__SM_318953488749_000\n', 'pair_coeff * * Ti\n']",[],OpenKIM,Sim_LAMMPS_MEAM_HennigLenoskyTrinkle_2008_Ti__SM_318953488749_000,['Ti']
649,"['pair_style kim Sim_LAMMPS_MEAM_JelinekGrohHorstemeyer_2012_AlSiMgCuFe__SM_656517352485_000\n', 'pair_coeff * * Al Si Mg Cu Fe\n']",[],OpenKIM,Sim_LAMMPS_MEAM_JelinekGrohHorstemeyer_2012_AlSiMgCuFe__SM_656517352485_000,"['Al', 'Si', 'Mg', 'Cu', 'Fe']"
650,"['pair_style kim Sim_LAMMPS_MEAM_KimJungLee_2009_FeTiC__SM_531038274471_000\n', 'pair_coeff * * Fe Ti C\n']",[],OpenKIM,Sim_LAMMPS_MEAM_KimJungLee_2009_FeTiC__SM_531038274471_000,"['Fe', 'Ti', 'C']"
651,"['pair_style kim Sim_LAMMPS_MEAM_KoGrabowskiNeugebauer_2015_NiTi__SM_770142935022_000\n', 'pair_coeff * * Ni Ti\n']",[],OpenKIM,Sim_LAMMPS_MEAM_KoGrabowskiNeugebauer_2015_NiTi__SM_770142935022_000,"['Ni', 'Ti']"
652,"['pair_style kim Sim_LAMMPS_MEAM_LenoskySadighAlonso_2000_Si__SM_622320990752_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,Sim_LAMMPS_MEAM_LenoskySadighAlonso_2000_Si__SM_622320990752_000,['Si']
653,"['pair_style kim Sim_LAMMPS_MEAM_Lenosky_2017_W__SM_631352869360_000\n', 'pair_coeff * * W\n']",[],OpenKIM,Sim_LAMMPS_MEAM_Lenosky_2017_W__SM_631352869360_000,['W']
654,"['pair_style kim Sim_LAMMPS_MEAM_LiyanageSeongGonHouze_2014_FeC__SM_652425777808_000\n', 'pair_coeff * * Fe C\n']",[],OpenKIM,Sim_LAMMPS_MEAM_LiyanageSeongGonHouze_2014_FeC__SM_652425777808_000,"['Fe', 'C']"
655,"['pair_style kim Sim_LAMMPS_MEAM_MaiselKoZhang_2017_VNiTi__SM_971529344487_000\n', 'pair_coeff * * V Ni Ti\n']",[],OpenKIM,Sim_LAMMPS_MEAM_MaiselKoZhang_2017_VNiTi__SM_971529344487_000,"['V', 'Ni', 'Ti']"
656,"['pair_style kim Sim_LAMMPS_MEAM_ParkFellingerLenosky_2012_Mo__SM_769176993156_000\n', 'pair_coeff * * Mo\n']",[],OpenKIM,Sim_LAMMPS_MEAM_ParkFellingerLenosky_2012_Mo__SM_769176993156_000,['Mo']
657,"['pair_style kim Sim_LAMMPS_MEAM_ParkFellingerLenosky_2012_Ta__SM_907764821792_000\n', 'pair_coeff * * Ta\n']",[],OpenKIM,Sim_LAMMPS_MEAM_ParkFellingerLenosky_2012_Ta__SM_907764821792_000,['Ta']
658,"['pair_style kim Sim_LAMMPS_MEAM_ParkFellingerLenosky_2012_W__SM_163270462402_000\n', 'pair_coeff * * W\n']",[],OpenKIM,Sim_LAMMPS_MEAM_ParkFellingerLenosky_2012_W__SM_163270462402_000,['W']
659,"['pair_style kim Sim_LAMMPS_MEAM_PascuetFernandez_2015_AlU__SM_721930391003_000\n', 'pair_coeff * * Al U\n']",[],OpenKIM,Sim_LAMMPS_MEAM_PascuetFernandez_2015_AlU__SM_721930391003_000,"['Al', 'U']"
660,"['pair_style kim Sim_LAMMPS_MEAM_PascuetFernandez_2015_Al__SM_811588957187_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,Sim_LAMMPS_MEAM_PascuetFernandez_2015_Al__SM_811588957187_000,['Al']
661,"['pair_style kim Sim_LAMMPS_MEAM_Wagner_2007_Cu__SM_521856783904_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,Sim_LAMMPS_MEAM_Wagner_2007_Cu__SM_521856783904_000,['Cu']
662,"['pair_style kim Sim_LAMMPS_MEAM_Wagner_2007_Ni__SM_168413969663_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,Sim_LAMMPS_MEAM_Wagner_2007_Ni__SM_168413969663_000,['Ni']
663,"['pair_style kim Sim_LAMMPS_MEAM_Wagner_2007_SiC__SM_264944083668_000\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Sim_LAMMPS_MEAM_Wagner_2007_SiC__SM_264944083668_000,"['Si', 'C']"
664,"['pair_style kim Sim_LAMMPS_MEAM_ZhangTrinkle_2016_TiO__SM_513612626462_000\n', 'pair_coeff * * Ti O\n']",[],OpenKIM,Sim_LAMMPS_MEAM_ZhangTrinkle_2016_TiO__SM_513612626462_000,"['Ti', 'O']"
665,"['pair_style kim Sim_LAMMPS_ModifiedTersoff_ByggmastarHodilleFerro_2018_BeO__SM_305223021383_000\n', 'pair_coeff * * Be O\n']",[],OpenKIM,Sim_LAMMPS_ModifiedTersoff_ByggmastarHodilleFerro_2018_BeO__SM_305223021383_000,"['Be', 'O']"
666,"['pair_style kim Sim_LAMMPS_ModifiedTersoff_KumagaiIzumiHara_2007_Si__SM_773333226968_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,Sim_LAMMPS_ModifiedTersoff_KumagaiIzumiHara_2007_Si__SM_773333226968_000,['Si']
667,"['pair_style kim Sim_LAMMPS_ModifiedTersoff_PurjaPunMishin_2017_Si__SM_184524061456_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,Sim_LAMMPS_ModifiedTersoff_PurjaPunMishin_2017_Si__SM_184524061456_000,['Si']
668,"['pair_style kim Sim_LAMMPS_Polymorphic_BereSerra_2006_GaN__SM_518345582208_000\n', 'pair_coeff * * Ga N\n']",[],OpenKIM,Sim_LAMMPS_Polymorphic_BereSerra_2006_GaN__SM_518345582208_000,"['Ga', 'N']"
669,"['pair_style kim Sim_LAMMPS_Polymorphic_NordAlbeErhart_2003_GaN__SM_333071728528_000\n', 'pair_coeff * * Ga N\n']",[],OpenKIM,Sim_LAMMPS_Polymorphic_NordAlbeErhart_2003_GaN__SM_333071728528_000,"['Ga', 'N']"
670,"['pair_style kim Sim_LAMMPS_Polymorphic_Zhou_2004_CuTa__SM_453737875254_000\n', 'pair_coeff * * Cu Ta\n']",[],OpenKIM,Sim_LAMMPS_Polymorphic_Zhou_2004_CuTa__SM_453737875254_000,"['Cu', 'Ta']"
671,"['pair_style kim Sim_LAMMPS_ReaxFF_AryanpourVanDuinKubicki_2010_FeHO__SM_222964216001_000\n', 'pair_coeff * * Fe H O\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_AryanpourVanDuinKubicki_2010_FeHO__SM_222964216001_000,"['Fe', 'H', 'O']"
672,"['pair_style kim Sim_LAMMPS_ReaxFF_ChenowethVanDuinGoddard_2008_CHO__SM_584143153761_000\n', 'pair_coeff * * C H O\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_ChenowethVanDuinGoddard_2008_CHO__SM_584143153761_000,"['C', 'H', 'O']"
673,"['pair_style kim Sim_LAMMPS_ReaxFF_ChenowethVanDuinPersson_2008_CHOV__SM_429148913211_000\n', 'pair_coeff * * C H O V\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_ChenowethVanDuinPersson_2008_CHOV__SM_429148913211_000,"['C', 'H', 'O', 'V']"
674,"['pair_style kim Sim_LAMMPS_ReaxFF_KeithFantauzziJacob_2010_AuO__SM_974345878378_000\n', 'pair_coeff * * Au O\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_KeithFantauzziJacob_2010_AuO__SM_974345878378_000,"['Au', 'O']"
675,"['pair_style kim Sim_LAMMPS_ReaxFF_RaymandVanDuinBaudin_2008_ZnOH__SM_449472104549_000\n', 'pair_coeff * * Zn O H\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_RaymandVanDuinBaudin_2008_ZnOH__SM_449472104549_000,"['Zn', 'O', 'H']"
676,"['pair_style kim Sim_LAMMPS_ReaxFF_SinghSrinivasanNeekAmal_2013_CFH__SM_306840588959_000\n', 'pair_coeff * * C F H\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_SinghSrinivasanNeekAmal_2013_CFH__SM_306840588959_000,"['C', 'F', 'H']"
677,"['pair_style kim Sim_LAMMPS_ReaxFF_StrachanVanDuinChakraborty_2003_CHNO__SM_107643900657_000\n', 'pair_coeff * * C H N O\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_StrachanVanDuinChakraborty_2003_CHNO__SM_107643900657_000,"['C', 'H', 'N', 'O']"
678,"['pair_style kim Sim_LAMMPS_ReaxFF_WeismillerVanDuinLee_2010_BHNO__SM_327381922729_000\n', 'pair_coeff * * B H N O\n']",[],OpenKIM,Sim_LAMMPS_ReaxFF_WeismillerVanDuinLee_2010_BHNO__SM_327381922729_000,"['B', 'H', 'N', 'O']"
679,"['pair_style kim Sim_LAMMPS_SMTBQ_SallesPolitanoAmzallag_2016_AlO__SM_853967355976_000\n', 'pair_coeff * * Al O\n']",[],OpenKIM,Sim_LAMMPS_SMTBQ_SallesPolitanoAmzallag_2016_AlO__SM_853967355976_000,"['Al', 'O']"
680,"['pair_style kim Sim_LAMMPS_SMTBQ_SallesPolitanoAmzallag_2016_Al__SM_404097633924_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,Sim_LAMMPS_SMTBQ_SallesPolitanoAmzallag_2016_Al__SM_404097633924_000,['Al']
681,"['pair_style kim Sim_LAMMPS_SMTBQ_SallesPolitanoAmzallag_2016_TiO__SM_349577644423_000\n', 'pair_coeff * * Ti O\n']",[],OpenKIM,Sim_LAMMPS_SMTBQ_SallesPolitanoAmzallag_2016_TiO__SM_349577644423_000,"['Ti', 'O']"
682,"['pair_style kim Sim_LAMMPS_SNAP_ChenDengTran_2017_Mo__SM_003882782678_000\n', 'pair_coeff * * Mo\n']",[],OpenKIM,Sim_LAMMPS_SNAP_ChenDengTran_2017_Mo__SM_003882782678_000,['Mo']
683,"['pair_style kim Sim_LAMMPS_TersoffZBL_DevanathanDiazdelaRubiaWeber_1998_SiC__SM_578912636995_000\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Sim_LAMMPS_TersoffZBL_DevanathanDiazdelaRubiaWeber_1998_SiC__SM_578912636995_000,"['Si', 'C']"
684,"['pair_style kim Sim_LAMMPS_TersoffZBL_HenrikssonBjorkasNordlund_2013_FeC__SM_473463498269_000\n', 'pair_coeff * * Fe C\n']",[],OpenKIM,Sim_LAMMPS_TersoffZBL_HenrikssonBjorkasNordlund_2013_FeC__SM_473463498269_000,"['Fe', 'C']"
685,"['pair_style kim Sim_LAMMPS_Vashishta_BranicioRinoGan_2009_InP__SM_090647175366_000\n', 'pair_coeff * * In P\n']",[],OpenKIM,Sim_LAMMPS_Vashishta_BranicioRinoGan_2009_InP__SM_090647175366_000,"['In', 'P']"
686,"['pair_style kim Sim_LAMMPS_Vashishta_BroughtonMeliVashishta_1997_SiO__SM_422553794879_000\n', 'pair_coeff * * Si O\n']",[],OpenKIM,Sim_LAMMPS_Vashishta_BroughtonMeliVashishta_1997_SiO__SM_422553794879_000,"['Si', 'O']"
687,"['pair_style kim Sim_LAMMPS_Vashishta_NakanoKaliaVashishta_1994_SiO__SM_503555646986_000\n', 'pair_coeff * * Si O\n']",[],OpenKIM,Sim_LAMMPS_Vashishta_NakanoKaliaVashishta_1994_SiO__SM_503555646986_000,"['Si', 'O']"
688,"['pair_style kim Sim_LAMMPS_Vashishta_VashishtaKaliaNakano_2007_SiC__SM_196548226654_000\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Sim_LAMMPS_Vashishta_VashishtaKaliaNakano_2007_SiC__SM_196548226654_000,"['Si', 'C']"
689,"['pair_style kim Sim_LAMMPS_Vashishta_VashishtaKaliaRino_1990_SiO__SM_887826436433_000\n', 'pair_coeff * * Si O\n']",[],OpenKIM,Sim_LAMMPS_Vashishta_VashishtaKaliaRino_1990_SiO__SM_887826436433_000,"['Si', 'O']"
